carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Convertible,Red,Occasion,null,null,Zuzwil,null,DODGE,null,18600,km,VIPER RT/10,DODGE VIPER RT/10,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,JEEP,null,61000,km,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,75900,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,DODGE,null,37900,km,VIPER,DODGE VIPER,null,car,null,null,null
Other,White,Occasion,null,null,Zuzwil,null,RENAULT,null,145000,km,Espace 2.0 T Privilège,RENAULT Espace 2.0 T Privilège,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,39400,km,911 Carrera S,PORSCHE 911 Carrera S,null,car,null,null,null
Station Wagon,Blue,Neu,null,null,Zuzwil,null,AUDI,null,100,km,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu,null,car,null,null,null
SUV,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,148300,km,ML 400 CDI,MERCEDES-BENZ ML 400 CDI,null,car,null,null,null
Saloon,Silver,Oldtimer,null,null,Zuzwil,null,TOYOTA,null,57700,km,CARINA Deluxe,TOYOTA CARINA Deluxe,null,car,null,null,null
Saloon,Yellow,Occasion,null,null,Zuzwil,null,BMW,null,3000,km,M5,BMW M5,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,58000,km,S 320,MERCEDES-BENZ S 320,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,32000,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Station Wagon,Red,Occasion,null,null,Zuzwil,null,CHRYSLER,null,47100,km,300C T 5.7 HEMI V8,CHRYSLER 300C T 5.7 HEMI V8,null,car,null,null,null
Coupé,Green,Occasion,null,null,Porrentruy,null,LAMBORGHINI,null,64800,km,Diablo SE 30,LAMBORGHINI Diablo SE 30,null,car,null,null,null
Coupé,Black,Occasion,null,null,Sursee,null,FERRARI,null,7000,km,F40 / F50,FERRARI F40 / F50,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,49900,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,135800,km,911 Carrera,PORSCHE 911 Carrera,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,127800,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MASERATI,null,33500,km,Quattroporte 4.2,MASERATI Quattroporte 4.2,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,LOTUS,null,62200,km,EUROPA,LOTUS EUROPA,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,38500,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,57600,km,Panamera 4S 4.8,PORSCHE Panamera 4S 4.8,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,BMW-ALPINA,null,199300,km,5 SERIES B7 TURBO,BMW-ALPINA 5 SERIES B7 TURBO,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,FORD,null,164400,km,Sierra 2.0i Cosworth 4x4,FORD Sierra 2.0i Cosworth 4x4,null,car,null,null,null
Station Wagon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,64500,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,33000,km,CL 5.8 BRABUS,MERCEDES-BENZ CL 5.8 BRABUS,null,car,null,null,null
Saloon,Gray,Oldtimer,null,null,Zuzwil,null,FORD,null,69377,km,CORTINA Cortina Lotus,FORD CORTINA Cortina Lotus,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,91600,km,Cayenne Turbo,PORSCHE Cayenne Turbo,null,car,null,null,null
Station Wagon,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,47400,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Black,Neu,null,null,Zuzwil,null,LOTUS,null,150,km,Esprit 3.5 V8 SE,LOTUS Esprit 3.5 V8 SE,null,car,null,null,null
SUV,White,Vorführmodell,null,null,Zuzwil,null,HUMMER,null,150,km,H3 3.7 Adventure,HUMMER H3 3.7 Adventure,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,FERRARI,null,29300,km,F430,FERRARI F430,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MASERATI,null,24300,km,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,578,km,2002 Turbo,BMW 2002 Turbo,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,FERRARI,null,30300,km,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,23000,km,SLS 63 AMG,MERCEDES-BENZ SLS 63 AMG,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,31200,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,AUDI,null,42600,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,VW,null,36300,km,Golf 2.0 TSI R 4Motion,VW Golf 2.0 TSI R 4Motion,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,77800,km,911 Carrera 4,PORSCHE 911 Carrera 4,null,car,null,null,null
Saloon,Yellow,Occasion,null,null,Zuzwil,null,AUDI,null,103100,km,S6 quattro,AUDI S6 quattro,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,95700,km,RS4 4.2 V8 quattro,AUDI RS4 4.2 V8 quattro,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,VW,null,108500,km,Touareg R50 V10,VW Touareg R50 V10,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,AUDI,null,101300,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,BMW,null,49900,km,328i A Cabrio,BMW 328i A Cabrio,null,car,null,null,null
Saloon,Green,Occasion,null,null,Zuzwil,null,BMW,null,176000,km,323 323i,BMW 323 323i,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,SAAB,null,117100,km,9-5 2.3T Aero,SAAB 9-5 2.3T Aero,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,89200,km,E 240 Elégance,MERCEDES-BENZ E 240 Elégance,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,TOYOTA,null,240500,km,LAND CRUISER BJ 40 LT,TOYOTA LAND CRUISER BJ 40 LT,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,61800,km,911 Carrera Targa,PORSCHE 911 Carrera Targa,null,car,null,null,null
Convertible,Yellow,Occasion,null,null,Zuzwil,null,PORSCHE,null,28000,km,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,BMW,null,103600,km,Z4 2.5i Roadster,BMW Z4 2.5i Roadster,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,55200,km,SL 500 Special Edition,MERCEDES-BENZ SL 500 Special Edition,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,59300,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,4600,km,M5,BMW M5,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,PGO,null,3000,km,Cevennes,PGO Cevennes,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,FERRARI,null,28000,km,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,25300,km,CLS 350 CGI,MERCEDES-BENZ CLS 350 CGI,null,car,null,null,null
Saloon,Green,Occasion,null,null,Zuzwil,null,AUDI,null,63400,km,A8 4.2 quattro,AUDI A8 4.2 quattro,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Sursee,null,MERCEDES-BENZ,null,500,km,280 3.5 V8 Cabrio,MERCEDES-BENZ 280 3.5 V8 Cabrio,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,BMW,null,65300,km,330Ci,BMW 330Ci,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,BMW,null,3600,km,X5 4.4i,BMW X5 4.4i,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,103800,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,BMW,null,33700,km,328i,BMW 328i,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BMW,null,88000,km,M3 CSL,BMW M3 CSL,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,52500,km,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,null,car,null,null,null
Station Wagon,Red,Occasion,null,null,Zuzwil,null,VOLVO,null,83000,km,V70 2.4T,VOLVO V70 2.4T,null,car,null,null,null
Convertible,Red,Occasion,null,null,Zuzwil,null,FERRARI,null,67000,km,F355 Spider,FERRARI F355 Spider,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,BMW,null,89200,km,740i,BMW 740i,null,car,null,null,null
Other,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,60500,km,B 200 T Sailing Edition,MERCEDES-BENZ B 200 T Sailing Edition,null,car,null,null,null
Convertible,Black,Occasion,null,null,Porrentruy,null,LAMBORGHINI,null,13960,km,Diablo 5.7 VT Roadster,LAMBORGHINI Diablo 5.7 VT Roadster,null,car,null,null,null
Coupé,Orange,Occasion,null,null,Porrentruy,null,LAMBORGHINI,null,7000,km,DIABLO SV-R Race,LAMBORGHINI DIABLO SV-R Race,null,car,null,null,null
Station Wagon,White,Occasion,null,null,Zuzwil,null,AUDI,null,55000,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Station Wagon,White,Occasion,null,null,Zuzwil,null,AUDI,null,15000,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,PORSCHE,null,30300,km,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,147400,km,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,26800,km,S 600,MERCEDES-BENZ S 600,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,PORSCHE,null,34400,km,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,66100,km,A4 Avant 3.0 V6 quattro,AUDI A4 Avant 3.0 V6 quattro,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,PORSCHE,null,20900,km,911 GT2,PORSCHE 911 GT2,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,FORD,null,11000,km,Escort 2.0i RS Cosworth,FORD Escort 2.0i RS Cosworth,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,NISSAN,null,54500,km,Murano 3.5 V6,NISSAN Murano 3.5 V6,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,NISSAN,null,162900,km,200 SX 1.8 16V Turbo,NISSAN 200 SX 1.8 16V Turbo,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,PORSCHE,null,43400,km,Boxster S 3.2,PORSCHE Boxster S 3.2,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BMW,null,69800,km,328i Coupé,BMW 328i Coupé,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,MASERATI,null,114800,km,Coupé GT,MASERATI Coupé GT,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,33000,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,85200,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,26300,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,38500,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,FERRARI,null,41300,km,F355 Berlinetta,FERRARI F355 Berlinetta,null,car,null,null,null
Convertible,Green,Occasion,null,null,Zuzwil,null,SAAB,null,138000,km,9-3 2.0i-16 T SE,SAAB 9-3 2.0i-16 T SE,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,24000,km,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,42500,km,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,null,car,null,null,null
Saloon,Green,Occasion,null,null,Zuzwil,null,BMW,null,195800,km,M3,BMW M3,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,BENTLEY,null,175100,km,T 2,BENTLEY T 2,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,45000,km,750i xDrive,BMW 750i xDrive,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,BENTLEY,null,62000,km,Arnage T,BENTLEY Arnage T,null,car,null,null,null
Convertible,Red,Occasion,null,null,Zuzwil,null,PORSCHE,null,73200,km,Boxster 2.5,PORSCHE Boxster 2.5,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,69200,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Convertible,Blue,Occasion,null,null,Zuzwil,null,PORSCHE,null,80400,km,911 Carrera 4 Cabrio TECHART,PORSCHE 911 Carrera 4 Cabrio TECHART,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,RENAULT,null,91000,km,Alpine A110,RENAULT Alpine A110,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,BMW,null,23800,km,X5 4.6is,BMW X5 4.6is,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,BMW,null,49700,km,330i,BMW 330i,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,16200,km,Murciélago 6.2 Roadster,LAMBORGHINI Murciélago 6.2 Roadster,null,car,null,null,null
Convertible,Gray,Oldtimer,null,null,Zuzwil,null,AUSTIN-HEALEY,null,9999,km,BT7 3000 Mk I,AUSTIN-HEALEY BT7 3000 Mk I,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,15100,km,CL 500,MERCEDES-BENZ CL 500,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,McLAREN,null,19900,km,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,BMW,null,27800,km,M5,BMW M5,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,43000,km,SL 65 AMG BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,62000,km,730d,BMW 730d,null,car,null,null,null
Saloon,Gray,Occasion,null,null,Zuzwil,null,BMW,null,67800,km,530d GT,BMW 530d GT,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,36000,km,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,BMW,null,26500,km,X5 4.6is,BMW X5 4.6is,null,car,null,null,null
SUV,Silver,Occasion,null,null,Zuzwil,null,BMW,null,14700,km,X5 4.4i,BMW X5 4.4i,null,car,null,null,null
Convertible,Red,Neu,null,null,Zuzwil,null,PORSCHE,null,450,km,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,FERRARI,null,19999,km,F430 Scuderia,FERRARI F430 Scuderia,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,94000,km,S 65 AMG L,MERCEDES-BENZ S 65 AMG L,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,88000,km,M3,BMW M3,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,43000,km,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,123400,km,C 230 Elégance,MERCEDES-BENZ C 230 Elégance,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,111500,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,AUDI,null,100200,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,VW,null,105800,km,Golf R32 4Motion,VW Golf R32 4Motion,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,41100,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,DATSUN,null,50300,km,280 ZX,DATSUN 280 ZX,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,64000,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,VW,null,50400,km,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,null,car,null,null,null
Station Wagon,Silver,Occasion,null,null,Zuzwil,null,AUDI,null,36900,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Coupé,Green,Occasion,null,null,Zuzwil,null,SIMCA,null,18200,km,Rallye2,SIMCA Rallye2,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,33000,km,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,null,car,null,null,null
Saloon,Green,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,72000,km,E 60 Carlsson,MERCEDES-BENZ E 60 Carlsson,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,26800,km,Diablo 5.7,LAMBORGHINI Diablo 5.7,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,ROLLS-ROYCE,null,38000,km,Corniche,ROLLS-ROYCE Corniche,null,car,null,null,null
Coupé,Gray,Vorführmodell,null,null,Zuzwil,null,MERCEDES-BENZ,null,100,km,CLK 430 Elégance,MERCEDES-BENZ CLK 430 Elégance,null,car,null,null,null
Station Wagon,Gray,Occasion,null,null,Zuzwil,null,AUDI,null,59900,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,BMW,null,85400,km,740i,BMW 740i,null,car,null,null,null
Coupé,Red,Occasion,null,null,Zuzwil,null,PORSCHE,null,29000,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,FERRARI,null,26200,km,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,LAMBORGHINI,null,46700,km,Diablo 5.7 VT,LAMBORGHINI Diablo 5.7 VT,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Zuzwil,null,BMW,null,8500,km,M6,BMW M6,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,81000,km,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,AUDI,null,91100,km,RS6 Avant quattro,AUDI RS6 Avant quattro,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,ASTON MARTIN,null,31800,km,DB9 Volante,ASTON MARTIN DB9 Volante,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,62000,km,S 600,MERCEDES-BENZ S 600,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,FERRARI,null,20700,km,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,74100,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,PORSCHE,null,61300,km,911 GT2,PORSCHE 911 GT2,null,car,null,null,null
Saloon,Silver,Occasion,null,null,Zuzwil,null,MITSUBISHI,null,120800,km,LANCER EVO V,MITSUBISHI LANCER EVO V,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,29800,km,911 GT3,PORSCHE 911 GT3,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,RENAULT,null,31800,km,Alpine A110 1300 VC Gordini,RENAULT Alpine A110 1300 VC Gordini,null,car,null,null,null
Coupé,Silver,Occasion,null,null,Porrentruy,null,LAMBORGHINI,null,9000,km,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,null,car,null,null,null
Station Wagon,White,Occasion,null,null,Zuzwil,null,AUDI,null,120000,km,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,null,car,null,null,null
Convertible,Silver,Occasion,null,null,Zuzwil,null,PORSCHE,null,75400,km,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,null,car,null,null,null
Saloon,Blue,Occasion,null,null,Zuzwil,null,AUDI,null,49000,km,A8  6.0 quattro,AUDI A8  6.0 quattro,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,12200,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Convertible,Gray,Occasion,null,null,Zuzwil,null,PORSCHE,null,128000,km,911 Carrera Targa,PORSCHE 911 Carrera Targa,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,41700,km,911 Turbo,PORSCHE 911 Turbo,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,82600,km,2002 Turbo,BMW 2002 Turbo,null,car,null,null,null
Saloon,Red,Occasion,null,null,Zuzwil,null,ROLLS-ROYCE,null,30900,km,Silver Shadow II,ROLLS-ROYCE Silver Shadow II,null,car,null,null,null
Coupé,Black,Neu,null,null,Zuzwil,null,AUDI,null,500,km,R8 Coupé 4.2,AUDI R8 Coupé 4.2,null,car,null,null,null
Convertible,Silver,Oldtimer,null,null,Safenwil,null,TRIUMPH,null,98320,km,TR3,TRIUMPH TR3,null,car,null,null,null
SUV,Black,Occasion,null,null,Zuzwil,null,BMW,null,32900,km,X5 4.6is,BMW X5 4.6is,null,car,null,null,null
Coupé,Blue,Occasion,null,null,Zuzwil,null,RENAULT,null,68900,km,Alpine A310 V6,RENAULT Alpine A310 V6,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,47900,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,RUF,null,36000,km,RT 12,RUF RT 12,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,77600,km,911 Carrera,PORSCHE 911 Carrera,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,BMW,null,141000,km,540i,BMW 540i,null,car,null,null,null
SUV,Blue,Occasion,null,null,Zuzwil,null,LINCOLN,null,130000,km,Navigator 32 V,LINCOLN Navigator 32 V,null,car,null,null,null
Coupé,Gray,Occasion,null,null,Zuzwil,null,FERRARI,null,37000,km,612,FERRARI 612,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,NISSAN,null,98000,km,SUNNY 2.0 16V GTI-R Rallye,NISSAN SUNNY 2.0 16V GTI-R Rallye,null,car,null,null,null
Station Wagon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,57400,km,C 63 AMG Avantgarde,MERCEDES-BENZ C 63 AMG Avantgarde,null,car,null,null,null
Coupé,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,94000,km,CL 600,MERCEDES-BENZ CL 600,null,car,null,null,null
Coupé,Black,Occasion,null,null,Zuzwil,null,PORSCHE,null,128200,km,911 Turbo ll 3.6,PORSCHE 911 Turbo ll 3.6,null,car,null,null,null
Coupé,Orange,Occasion,null,null,Zuzwil,null,ALFA ROMEO,null,584,km,GTV 6 2.5,ALFA ROMEO GTV 6 2.5,null,car,null,null,null
Saloon,White,Occasion,null,null,Zuzwil,null,TRIUMPH,null,10800,km,Dolomite Sprint,TRIUMPH Dolomite Sprint,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,75200,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Saloon,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,95400,km,CLS 500,MERCEDES-BENZ CLS 500,null,car,null,null,null
Convertible,Black,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,70000,km,SL 600,MERCEDES-BENZ SL 600,null,car,null,null,null
Convertible,White,Occasion,null,null,Zuzwil,null,MERCEDES-BENZ,null,197800,km,SL 500,MERCEDES-BENZ SL 500,null,car,null,null,null
SUV,Red,Occasion,null,null,Zuzwil,null,BMW,null,61900,km,X5 4.8is,BMW X5 4.8is,null,car,null,null,null
